Number of Attributes,Key Generation Time,Encryption Time,Decryption Time,Re-Key Generation Time,Re-Encryption Time,Re-Decryption Time,File Size (bytes)
1,5.173683166503906e-05,3.123283386230469e-05,9.059906005859375e-06,6.9141387939453125e-06,0.0006561279296875,5.626678466796875e-05,251830
2,5.2928924560546875e-05,2.0742416381835938e-05,1.5020370483398438e-05,2.7894973754882812e-05,9.775161743164062e-06,5.817413330078125e-05,251830
3,6.508827209472656e-05,2.1457672119140625e-05,1.9788742065429688e-05,1.8596649169921875e-05,1.6689300537109375e-05,1.5497207641601562e-05,251830
4,3.0279159545898438e-05,5.888938903808594e-05,8.249282836914062e-05,2.8371810913085938e-05,1.4066696166992188e-05,1.1444091796875e-05,251830
5,1.621246337890625e-05,2.1457672119140625e-05,1.8596649169921875e-05,1.9550323486328125e-05,2.1457672119140625e-05,1.8596649169921875e-05,251830
6,1.52587890625e-05,1.0728836059570312e-05,4.172325134277344e-05,2.0742416381835938e-05,1.33514404296875e-05,1.0728836059570312e-05,251830
7,1.3113021850585938e-05,1.2159347534179688e-05,1.9788742065429688e-05,0.0004885196685791016,1.8835067749023438e-05,1.1205673217773438e-05,251830
8,5.936622619628906e-05,2.6464462280273438e-05,1.1444091796875e-05,2.4318695068359375e-05,0.0002086162567138672,2.0265579223632812e-05,251830
9,1.8358230590820312e-05,1.2159347534179688e-05,1.1444091796875e-05,1.3113021850585938e-05,1.0967254638671875e-05,1.049041748046875e-05,251830
10,1.3589859008789062e-05,1.1205673217773438e-05,1.0967254638671875e-05,1.1682510375976562e-05,1.0967254638671875e-05,1.0728836059570312e-05,251830
11,1.1920928955078125e-05,1.0728836059570312e-05,1.0967254638671875e-05,1.1205673217773438e-05,1.0728836059570312e-05,2.1457672119140625e-05,251830
12,3.075599670410156e-05,2.8848648071289062e-05,2.3365020751953125e-05,2.193450927734375e-05,1.1682510375976562e-05,1.0967254638671875e-05,251830
13,1.4781951904296875e-05,1.0967254638671875e-05,1.0728836059570312e-05,1.1444091796875e-05,1.0967254638671875e-05,1.1682510375976562e-05,251830
14,3.123283386230469e-05,1.239776611328125e-05,1.1920928955078125e-05,1.4066696166992188e-05,1.2636184692382812e-05,0.0004172325134277344,251830
