Number of Attributes,Key Generation Time,Encryption Time,Decryption Time,File Size (bytes)
1,8.082389831542969e-05,2.5272369384765625e-05,2.0503997802734375e-05,50846
2,2.2172927856445312e-05,0.001317739486694336,5.125999450683594e-05,50846
3,2.6941299438476562e-05,1.8358230590820312e-05,1.621246337890625e-05,50846
4,1.8596649169921875e-05,1.621246337890625e-05,1.5974044799804688e-05,50846
5,1.7881393432617188e-05,1.5497207641601562e-05,1.5735626220703125e-05,50846
6,3.5762786865234375e-05,1.9073486328125e-05,1.621246337890625e-05,50846
7,1.7881393432617188e-05,1.6450881958007812e-05,1.621246337890625e-05,50846
8,1.7642974853515625e-05,1.5735626220703125e-05,1.621246337890625e-05,50846
9,1.8596649169921875e-05,1.6689300537109375e-05,1.621246337890625e-05,50846
10,1.8358230590820312e-05,1.5974044799804688e-05,1.6450881958007812e-05,50846
11,2.0742416381835938e-05,1.5735626220703125e-05,1.6450881958007812e-05,50846
12,1.811981201171875e-05,1.5735626220703125e-05,1.5735626220703125e-05,50846
13,3.528594970703125e-05,1.8358230590820312e-05,1.6927719116210938e-05,50846
14,1.9311904907226562e-05,1.6450881958007812e-05,1.621246337890625e-05,50846
15,1.8835067749023438e-05,1.5735626220703125e-05,1.5497207641601562e-05,50846
16,1.7642974853515625e-05,1.621246337890625e-05,1.621246337890625e-05,50846
17,2.0265579223632812e-05,1.621246337890625e-05,1.621246337890625e-05,50846
18,1.8835067749023438e-05,1.6689300537109375e-05,1.5974044799804688e-05,50846
19,1.811981201171875e-05,1.6450881958007812e-05,1.5974044799804688e-05,50846
20,1.7881393432617188e-05,1.6927719116210938e-05,1.5974044799804688e-05,50846
21,1.9550323486328125e-05,1.5974044799804688e-05,6.747245788574219e-05,50846
22,2.6941299438476562e-05,1.7404556274414062e-05,1.6450881958007812e-05,50846
23,2.2172927856445312e-05,1.5974044799804688e-05,1.5974044799804688e-05,50846
24,1.7881393432617188e-05,1.6450881958007812e-05,1.6450881958007812e-05,50846
25,1.7642974853515625e-05,1.621246337890625e-05,1.5974044799804688e-05,50846
26,1.8358230590820312e-05,1.5974044799804688e-05,1.5497207641601562e-05,50846
27,1.8835067749023438e-05,1.5974044799804688e-05,1.6450881958007812e-05,50846
28,1.811981201171875e-05,1.6689300537109375e-05,1.6450881958007812e-05,50846
29,1.7881393432617188e-05,1.621246337890625e-05,1.621246337890625e-05,50846
30,1.8358230590820312e-05,1.5497207641601562e-05,1.5735626220703125e-05,50846
31,9.012222290039062e-05,2.09808349609375e-05,1.6927719116210938e-05,50846
32,2.0742416381835938e-05,1.6689300537109375e-05,1.6689300537109375e-05,50846
33,1.9311904907226562e-05,1.5497207641601562e-05,1.5974044799804688e-05,50846
34,2.0742416381835938e-05,1.621246337890625e-05,1.5735626220703125e-05,50846
35,1.9073486328125e-05,1.5735626220703125e-05,1.5735626220703125e-05,50846
36,1.8835067749023438e-05,1.5974044799804688e-05,1.5735626220703125e-05,50846
37,2.002716064453125e-05,1.6450881958007812e-05,6.604194641113281e-05,50846
38,2.956390380859375e-05,1.8358230590820312e-05,1.6689300537109375e-05,50846
39,1.9550323486328125e-05,1.5974044799804688e-05,1.621246337890625e-05,50846
40,2.002716064453125e-05,1.621246337890625e-05,1.5735626220703125e-05,50846
41,1.9073486328125e-05,1.71661376953125e-05,1.621246337890625e-05,50846
42,1.8596649169921875e-05,1.5735626220703125e-05,1.6450881958007812e-05,50846
43,1.8596649169921875e-05,1.5974044799804688e-05,1.5974044799804688e-05,50846
44,1.8358230590820312e-05,1.5974044799804688e-05,1.5735626220703125e-05,50846
45,1.8358230590820312e-05,1.5735626220703125e-05,1.5735626220703125e-05,50846
46,3.552436828613281e-05,1.811981201171875e-05,8.511543273925781e-05,50846
47,2.5987625122070312e-05,1.71661376953125e-05,1.5974044799804688e-05,50846
48,2.3365020751953125e-05,1.71661376953125e-05,1.621246337890625e-05,50846
49,1.9311904907226562e-05,1.621246337890625e-05,1.5735626220703125e-05,50846
50,2.0265579223632812e-05,1.621246337890625e-05,1.5974044799804688e-05,50846
51,1.9788742065429688e-05,1.621246337890625e-05,1.5497207641601562e-05,50846
52,1.8358230590820312e-05,1.621246337890625e-05,1.6450881958007812e-05,50846
53,1.9550323486328125e-05,1.5974044799804688e-05,1.621246337890625e-05,50846
54,3.933906555175781e-05,1.8835067749023438e-05,1.6927719116210938e-05,50846
55,2.0503997802734375e-05,1.6689300537109375e-05,1.621246337890625e-05,50846
56,1.8835067749023438e-05,1.6450881958007812e-05,1.7642974853515625e-05,50846
57,2.0265579223632812e-05,1.621246337890625e-05,0.00037407875061035156,50846
58,4.5299530029296875e-05,2.7179718017578125e-05,2.6464462280273438e-05,50846
59,4.887580871582031e-05,2.7894973754882812e-05,1.8835067749023438e-05,50846
60,2.0742416381835938e-05,1.6450881958007812e-05,1.5974044799804688e-05,50846
61,3.552436828613281e-05,1.7404556274414062e-05,1.5497207641601562e-05,50846
62,4.57763671875e-05,3.170967102050781e-05,2.3365020751953125e-05,50846
63,5.2928924560546875e-05,3.910064697265625e-05,3.0040740966796875e-05,50846
64,6.508827209472656e-05,3.314018249511719e-05,8.58306884765625e-05,50846
65,8.0108642578125e-05,3.790855407714844e-05,3.3855438232421875e-05,50846
66,4.220008850097656e-05,1.9073486328125e-05,1.7404556274414062e-05,50846
67,3.695487976074219e-05,3.5762786865234375e-05,2.956390380859375e-05,50846
68,0.0004911422729492188,3.743171691894531e-05,3.0994415283203125e-05,50846
69,4.673004150390625e-05,0.0002453327178955078,9.369850158691406e-05,50846
70,3.8623809814453125e-05,1.8835067749023438e-05,1.6927719116210938e-05,50846
71,5.0067901611328125e-05,3.361701965332031e-05,3.528594970703125e-05,50846
72,4.935264587402344e-05,2.0503997802734375e-05,1.811981201171875e-05,50846
73,2.3603439331054688e-05,1.71661376953125e-05,1.6689300537109375e-05,50846
74,2.4557113647460938e-05,1.6927719116210938e-05,1.6450881958007812e-05,50846
75,2.1219253540039062e-05,1.6689300537109375e-05,1.5735626220703125e-05,50846
76,2.0742416381835938e-05,1.6689300537109375e-05,1.6450881958007812e-05,50846
77,2.2172927856445312e-05,1.6450881958007812e-05,1.6689300537109375e-05,50846
78,8.20159912109375e-05,0.0011141300201416016,5.435943603515625e-05,50846
79,4.458427429199219e-05,8.821487426757812e-05,4.935264587402344e-05,50846
80,5.030632019042969e-05,0.0049669742584228516,5.412101745605469e-05,50846
81,3.9577484130859375e-05,8.487701416015625e-05,2.8371810913085938e-05,50846
82,5.1975250244140625e-05,2.5987625122070312e-05,2.5510787963867188e-05,50846
83,2.9087066650390625e-05,1.811981201171875e-05,1.7881393432617188e-05,50846
84,6.175041198730469e-05,3.62396240234375e-05,3.8623809814453125e-05,50846
85,4.0531158447265625e-05,2.0742416381835938e-05,1.6927719116210938e-05,50846
86,4.100799560546875e-05,2.0742416381835938e-05,1.811981201171875e-05,50846
87,2.765655517578125e-05,1.71661376953125e-05,1.71661376953125e-05,50846
88,2.384185791015625e-05,1.6450881958007812e-05,1.6689300537109375e-05,50846
89,5.745887756347656e-05,4.00543212890625e-05,0.00014543533325195312,50846
90,4.3392181396484375e-05,1.8358230590820312e-05,1.7404556274414062e-05,50846
91,2.956390380859375e-05,1.811981201171875e-05,1.9788742065429688e-05,50846
92,2.6941299438476562e-05,1.9550323486328125e-05,1.7404556274414062e-05,50846
93,3.0279159545898438e-05,1.9073486328125e-05,1.8596649169921875e-05,50846
94,2.6226043701171875e-05,1.71661376953125e-05,1.621246337890625e-05,50846
95,7.939338684082031e-05,2.574920654296875e-05,2.0742416381835938e-05,50846
96,3.409385681152344e-05,2.0503997802734375e-05,1.7404556274414062e-05,50846
97,5.364418029785156e-05,2.7418136596679688e-05,1.9788742065429688e-05,50846
98,3.2901763916015625e-05,1.8596649169921875e-05,2.1457672119140625e-05,50846
99,6.67572021484375e-05,1.9311904907226562e-05,1.239776611328125e-05,50846
100,1.71661376953125e-05,1.049041748046875e-05,1.0251998901367188e-05,50846
101,1.33514404296875e-05,1.049041748046875e-05,1.0251998901367188e-05,50846
102,1.2874603271484375e-05,1.049041748046875e-05,1.0251998901367188e-05,50846
103,1.3113021850585938e-05,1.049041748046875e-05,1.0013580322265625e-05,50846
104,1.4066696166992188e-05,1.0967254638671875e-05,1.049041748046875e-05,50846
105,5.1021575927734375e-05,8.463859558105469e-05,3.528594970703125e-05,50846
106,5.5789947509765625e-05,2.0742416381835938e-05,2.1219253540039062e-05,50846
107,3.266334533691406e-05,2.002716064453125e-05,2.002716064453125e-05,50846
108,4.6253204345703125e-05,0.0009963512420654297,4.1484832763671875e-05,50846
109,4.363059997558594e-05,2.86102294921875e-05,4.100799560546875e-05,50846
110,0.0001277923583984375,3.647804260253906e-05,2.0503997802734375e-05,50846
111,3.170967102050781e-05,1.9311904907226562e-05,1.7642974853515625e-05,50846
112,2.9325485229492188e-05,1.8835067749023438e-05,1.811981201171875e-05,50846
113,3.147125244140625e-05,1.9073486328125e-05,1.6450881958007812e-05,50846
114,9.465217590332031e-05,2.7894973754882812e-05,1.8835067749023438e-05,50846
115,3.24249267578125e-05,1.9550323486328125e-05,1.811981201171875e-05,50846
116,4.267692565917969e-05,4.124641418457031e-05,2.9802322387695312e-05,50846
117,3.075599670410156e-05,1.2159347534179688e-05,1.049041748046875e-05,50846
118,1.3589859008789062e-05,1.049041748046875e-05,1.049041748046875e-05,50846
119,1.2636184692382812e-05,1.0728836059570312e-05,1.0251998901367188e-05,50846
120,6.604194641113281e-05,1.6927719116210938e-05,1.1205673217773438e-05,50846
121,1.5020370483398438e-05,1.049041748046875e-05,1.0013580322265625e-05,50846
122,1.3589859008789062e-05,1.049041748046875e-05,1.0013580322265625e-05,50846
