Number of Attributes,Key Generation Time,Encryption Time,Decryption Time,File Size (bytes)
39,1.0967254638671875e-05,7.62939453125e-06,8.344650268554688e-06,565738
40,1.5020370483398438e-05,1.5020370483398438e-05,1.2159347534179688e-05,565738
41,1.5497207641601562e-05,0.0002238750457763672,1.7881393432617188e-05,565738
42,1.621246337890625e-05,8.344650268554688e-06,7.62939453125e-06,565738
43,9.775161743164062e-06,6.9141387939453125e-06,6.198883056640625e-06,565738
44,8.344650268554688e-06,7.152557373046875e-06,6.4373016357421875e-06,565738
45,1.1444091796875e-05,9.059906005859375e-06,6.9141387939453125e-06,565738
46,1.1205673217773438e-05,1.430511474609375e-05,1.2874603271484375e-05,565738
47,1.0967254638671875e-05,7.3909759521484375e-06,7.3909759521484375e-06,565738
48,2.4318695068359375e-05,9.298324584960938e-06,7.152557373046875e-06,565738
49,1.0967254638671875e-05,8.320808410644531e-05,2.0742416381835938e-05,565738
50,3.790855407714844e-05,1.4543533325195312e-05,1.1205673217773438e-05,565738
51,5.650520324707031e-05,2.1219253540039062e-05,9.059906005859375e-06,565738
52,3.314018249511719e-05,1.4543533325195312e-05,9.298324584960938e-06,565738
53,1.2874603271484375e-05,9.775161743164062e-06,1.0728836059570312e-05,565738
54,0.00032711029052734375,3.910064697265625e-05,1.2874603271484375e-05,565738
55,1.71661376953125e-05,8.58306884765625e-06,8.106231689453125e-06,565738
56,2.002716064453125e-05,1.1682510375976562e-05,8.106231689453125e-06,565738
57,1.8835067749023438e-05,1.3113021850585938e-05,1.3589859008789062e-05,565738
58,1.3589859008789062e-05,1.1444091796875e-05,1.049041748046875e-05,565738
59,0.0001766681671142578,1.0967254638671875e-05,5.245208740234375e-06,565738
60,6.4373016357421875e-06,4.76837158203125e-06,4.5299530029296875e-06,565738
61,5.4836273193359375e-06,4.291534423828125e-06,4.0531158447265625e-06,565738
62,5.0067901611328125e-06,4.291534423828125e-06,4.0531158447265625e-06,565738
63,5.0067901611328125e-06,4.291534423828125e-06,4.5299530029296875e-06,565738
64,5.4836273193359375e-06,7.152557373046875e-06,6.9141387939453125e-06,565738
65,7.05718994140625e-05,1.621246337890625e-05,1.3113021850585938e-05,565738
66,1.8358230590820312e-05,1.52587890625e-05,1.1920928955078125e-05,565738
67,1.0013580322265625e-05,6.67572021484375e-06,6.4373016357421875e-06,565738
68,2.0265579223632812e-05,1.0967254638671875e-05,1.0013580322265625e-05,565738
69,8.058547973632812e-05,3.743171691894531e-05,2.9325485229492188e-05,565738
70,5.078315734863281e-05,3.647804260253906e-05,8.606910705566406e-05,565738
71,2.8133392333984375e-05,1.4781951904296875e-05,1.2159347534179688e-05,565738
72,2.193450927734375e-05,1.0013580322265625e-05,8.106231689453125e-06,565738
73,1.2159347534179688e-05,9.059906005859375e-06,8.821487426757812e-06,565738
74,2.09808349609375e-05,8.106231689453125e-06,7.152557373046875e-06,565738
75,2.8371810913085938e-05,9.775161743164062e-06,7.867813110351562e-06,565738
76,2.2649765014648438e-05,8.821487426757812e-06,7.867813110351562e-06,565738
77,1.1205673217773438e-05,7.867813110351562e-06,7.3909759521484375e-06,565738
78,5.364418029785156e-05,2.288818359375e-05,2.0503997802734375e-05,565738
79,2.956390380859375e-05,2.0265579223632812e-05,1.8596649169921875e-05,565738
80,4.76837158203125e-05,1.621246337890625e-05,8.344650268554688e-06,565738
81,0.0023763179779052734,2.288818359375e-05,9.5367431640625e-06,565738
82,2.6226043701171875e-05,9.5367431640625e-06,7.867813110351562e-06,565738
83,1.049041748046875e-05,7.867813110351562e-06,6.389617919921875e-05,565738
84,3.504753112792969e-05,0.0009281635284423828,1.0251998901367188e-05,565738
85,1.2159347534179688e-05,7.867813110351562e-06,7.152557373046875e-06,565738
86,1.049041748046875e-05,7.62939453125e-06,7.3909759521484375e-06,565738
87,1.0013580322265625e-05,7.62939453125e-06,7.3909759521484375e-06,565738
88,3.266334533691406e-05,9.059906005859375e-06,2.7894973754882812e-05,565738
89,2.2411346435546875e-05,8.821487426757812e-06,7.3909759521484375e-06,565738
90,9.775161743164062e-06,7.152557373046875e-06,6.9141387939453125e-06,565738
91,9.298324584960938e-06,7.62939453125e-06,7.152557373046875e-06,565738
92,2.5987625122070312e-05,1.0728836059570312e-05,7.867813110351562e-06,565738
93,4.649162292480469e-05,1.8596649169921875e-05,1.3828277587890625e-05,565738
94,2.0265579223632812e-05,1.2874603271484375e-05,1.1205673217773438e-05,565738
95,2.1696090698242188e-05,8.821487426757812e-06,7.3909759521484375e-06,565738
96,1.0013580322265625e-05,7.3909759521484375e-06,6.9141387939453125e-06,565738
97,1.0251998901367188e-05,7.62939453125e-06,6.9141387939453125e-06,565738
98,8.821487426757812e-06,6.9141387939453125e-06,6.9141387939453125e-06,565738
99,9.775161743164062e-06,7.62939453125e-06,8.106231689453125e-06,565738
100,2.1696090698242188e-05,7.867813110351562e-06,6.9141387939453125e-06,565738
101,0.0004582405090332031,0.0005328655242919922,2.0503997802734375e-05,565738
102,4.553794860839844e-05,1.049041748046875e-05,8.344650268554688e-06,565738
103,1.3828277587890625e-05,7.62939453125e-06,1.0013580322265625e-05,565738
104,2.6226043701171875e-05,8.344650268554688e-06,7.62939453125e-06,565738
105,1.0967254638671875e-05,8.106231689453125e-06,6.4373016357421875e-06,565738
106,3.504753112792969e-05,9.775161743164062e-06,7.867813110351562e-06,565738
107,1.049041748046875e-05,7.152557373046875e-06,6.9141387939453125e-06,565738
108,2.574920654296875e-05,7.152557373046875e-06,6.67572021484375e-06,565738
109,2.8133392333984375e-05,1.0013580322265625e-05,8.821487426757812e-06,565738
