Number of Attributes,Key Generation Time,Encryption Time,Decryption Time,File Size (bytes)
1,7.724761962890625e-05,2.4080276489257812e-05,1.7404556274414062e-05,873430
2,3.62396240234375e-05,1.7642974853515625e-05,1.3828277587890625e-05,873430
3,1.8596649169921875e-05,1.4781951904296875e-05,6.818771362304688e-05,873430
4,3.910064697265625e-05,2.7894973754882812e-05,2.8133392333984375e-05,873430
5,2.002716064453125e-05,9.059906005859375e-06,8.344650268554688e-06,873430
6,9.5367431640625e-06,7.867813110351562e-06,8.106231689453125e-06,873430
7,9.059906005859375e-06,7.62939453125e-06,7.867813110351562e-06,873430
8,8.58306884765625e-06,7.867813110351562e-06,7.62939453125e-06,873430
9,9.059906005859375e-06,8.344650268554688e-06,1.3828277587890625e-05,873430
10,3.218650817871094e-05,3.0040740966796875e-05,2.0503997802734375e-05,873430
11,2.09808349609375e-05,1.4066696166992188e-05,1.2874603271484375e-05,873430
12,1.52587890625e-05,1.3113021850585938e-05,1.2636184692382812e-05,873430
13,1.621246337890625e-05,1.52587890625e-05,1.3828277587890625e-05,873430
14,1.5974044799804688e-05,1.33514404296875e-05,1.3828277587890625e-05,873430
15,1.8358230590820312e-05,1.5974044799804688e-05,1.4066696166992188e-05,873430
16,3.790855407714844e-05,3.1948089599609375e-05,2.2172927856445312e-05,873430
17,4.553794860839844e-05,2.6702880859375e-05,2.2411346435546875e-05,873430
18,2.86102294921875e-05,1.049041748046875e-05,8.58306884765625e-06,873430
19,9.5367431640625e-06,7.867813110351562e-06,7.62939453125e-06,873430
20,8.58306884765625e-06,7.62939453125e-06,7.62939453125e-06,873430
21,8.821487426757812e-06,7.867813110351562e-06,7.867813110351562e-06,873430
22,8.58306884765625e-06,7.867813110351562e-06,7.867813110351562e-06,873430
23,9.059906005859375e-06,7.867813110351562e-06,8.106231689453125e-06,873430
24,1.9311904907226562e-05,2.5987625122070312e-05,2.09808349609375e-05,873430
25,1.9311904907226562e-05,9.298324584960938e-06,7.867813110351562e-06,873430
26,9.5367431640625e-06,8.106231689453125e-06,7.62939453125e-06,873430
27,9.059906005859375e-06,7.62939453125e-06,7.62939453125e-06,873430
28,1.1444091796875e-05,9.298324584960938e-06,7.62939453125e-06,873430
29,8.0108642578125e-05,3.24249267578125e-05,9.298324584960938e-06,873430
30,1.5020370483398438e-05,7.867813110351562e-06,7.62939453125e-06,873430
31,1.4066696166992188e-05,8.106231689453125e-06,7.62939453125e-06,873430
32,9.775161743164062e-06,7.867813110351562e-06,8.106231689453125e-06,873430
33,9.775161743164062e-06,7.62939453125e-06,7.62939453125e-06,873430
34,9.059906005859375e-06,8.106231689453125e-06,7.62939453125e-06,873430
35,1.2159347534179688e-05,8.106231689453125e-06,7.62939453125e-06,873430
36,0.00012063980102539062,2.6702880859375e-05,9.059906005859375e-06,873430
37,1.1205673217773438e-05,7.867813110351562e-06,7.867813110351562e-06,873430
38,9.298324584960938e-06,7.62939453125e-06,7.62939453125e-06,873430
39,9.5367431640625e-06,8.344650268554688e-06,7.62939453125e-06,873430
40,9.059906005859375e-06,7.867813110351562e-06,7.62939453125e-06,873430
41,9.775161743164062e-06,7.867813110351562e-06,7.62939453125e-06,873430
42,1.7642974853515625e-05,7.62939453125e-06,7.62939453125e-06,873430
43,9.5367431640625e-06,8.106231689453125e-06,7.62939453125e-06,873430
44,4.673004150390625e-05,1.0013580322265625e-05,8.106231689453125e-06,873430
45,9.5367431640625e-06,7.867813110351562e-06,7.867813110351562e-06,873430
46,9.059906005859375e-06,5.030632019042969e-05,4.57763671875e-05,873430
47,2.8848648071289062e-05,9.298324584960938e-06,8.106231689453125e-06,873430
48,9.775161743164062e-06,8.344650268554688e-06,7.62939453125e-06,873430
49,9.5367431640625e-06,8.106231689453125e-06,8.106231689453125e-06,873430
50,1.0013580322265625e-05,7.867813110351562e-06,7.867813110351562e-06,873430
51,1.9550323486328125e-05,1.4543533325195312e-05,1.6689300537109375e-05,873430
52,0.0006265640258789062,0.0009663105010986328,0.0005335807800292969,873430
53,0.0001533031463623047,7.510185241699219e-05,0.00067901611328125,873430
54,5.650520324707031e-05,1.6450881958007812e-05,9.775161743164062e-06,873430
55,1.1920928955078125e-05,8.344650268554688e-06,1.1682510375976562e-05,873430
56,4.363059997558594e-05,9.5367431640625e-06,8.106231689453125e-06,873430
57,2.2411346435546875e-05,9.298324584960938e-06,7.867813110351562e-06,873430
58,1.0013580322265625e-05,7.867813110351562e-06,8.344650268554688e-06,873430
59,1.049041748046875e-05,8.58306884765625e-06,8.58306884765625e-06,873430
60,1.71661376953125e-05,1.239776611328125e-05,1.3828277587890625e-05,873430
61,1.6689300537109375e-05,1.3589859008789062e-05,2.0265579223632812e-05,873430
62,8.845329284667969e-05,2.6226043701171875e-05,2.86102294921875e-05,873430
63,1.6689300537109375e-05,0.0013802051544189453,1.7881393432617188e-05,873430
64,0.00010323524475097656,0.00026297569274902344,1.5974044799804688e-05,873430
65,1.3113021850585938e-05,8.821487426757812e-06,8.106231689453125e-06,873430
66,9.775161743164062e-06,8.106231689453125e-06,7.867813110351562e-06,873430
67,8.7738037109375e-05,1.3113021850585938e-05,1.2636184692382812e-05,873430
68,0.0001671314239501953,6.031990051269531e-05,3.0040740966796875e-05,873430
69,3.719329833984375e-05,2.09808349609375e-05,9.965896606445312e-05,873430
