Number of Attributes,Key Generation Time,Encryption Time,Decryption Time,File Size (bytes)
1,7.62939453125e-05,1.6689300537109375e-05,1.1920928955078125e-05,359574
2,0.00017189979553222656,0.0008447170257568359,7.343292236328125e-05,359574
3,2.2649765014648438e-05,1.33514404296875e-05,9.298324584960938e-06,359574
4,2.8371810913085938e-05,1.3113021850585938e-05,1.1682510375976562e-05,359574
5,1.2636184692382812e-05,1.0251998901367188e-05,1.0013580322265625e-05,359574
6,1.3589859008789062e-05,1.1444091796875e-05,1.2159347534179688e-05,359574
7,2.8848648071289062e-05,0.0006015300750732422,0.00024509429931640625,359574
8,6.532669067382812e-05,2.193450927734375e-05,1.0013580322265625e-05,359574
9,4.887580871582031e-05,1.0967254638671875e-05,8.58306884765625e-06,359574
10,1.1920928955078125e-05,5.7220458984375e-06,8.106231689453125e-06,359574
11,1.52587890625e-05,1.5735626220703125e-05,2.3603439331054688e-05,359574
12,6.031990051269531e-05,0.00010514259338378906,1.9550323486328125e-05,359574
13,2.2649765014648438e-05,1.9550323486328125e-05,1.8358230590820312e-05,359574
14,3.0994415283203125e-05,1.2874603271484375e-05,9.298324584960938e-06,359574
15,3.0517578125e-05,1.2636184692382812e-05,9.775161743164062e-06,359574
16,4.3392181396484375e-05,2.1696090698242188e-05,8.344650268554688e-06,359574
17,2.1457672119140625e-05,6.4373016357421875e-06,5.0067901611328125e-06,359574
18,5.9604644775390625e-06,5.0067901611328125e-06,5.0067901611328125e-06,359574
19,5.7220458984375e-06,6.9141387939453125e-06,9.775161743164062e-06,359574
20,1.4066696166992188e-05,9.775161743164062e-06,6.9141387939453125e-06,359574
21,1.2636184692382812e-05,8.58306884765625e-06,1.0728836059570312e-05,359574
22,0.000125885009765625,1.7404556274414062e-05,1.2159347534179688e-05,359574
23,3.695487976074219e-05,1.4066696166992188e-05,1.0013580322265625e-05,359574
24,1.8358230590820312e-05,8.821487426757812e-06,8.821487426757812e-06,359574
25,1.4781951904296875e-05,1.1682510375976562e-05,3.0517578125e-05,359574
26,1.52587890625e-05,1.0013580322265625e-05,9.775161743164062e-06,359574
27,1.1444091796875e-05,1.1920928955078125e-05,1.0013580322265625e-05,359574
28,1.2159347534179688e-05,1.049041748046875e-05,9.5367431640625e-06,359574
29,1.7404556274414062e-05,1.2159347534179688e-05,1.2636184692382812e-05,359574
30,6.604194641113281e-05,3.933906555175781e-05,1.9788742065429688e-05,359574
31,7.62939453125e-06,6.198883056640625e-06,1.0251998901367188e-05,359574
32,5.9604644775390625e-06,5.0067901611328125e-06,5.0067901611328125e-06,359574
33,9.059906005859375e-06,5.0067901611328125e-06,4.76837158203125e-06,359574
