Number of Attributes,Key Generation Time,Encryption Time,Decryption Time,File Size (bytes)
1,0.0009615421295166016,4.4345855712890625e-05,1.3113021850585938e-05,151338
2,1.4543533325195312e-05,1.0013580322265625e-05,9.059906005859375e-06,151338
3,1.0728836059570312e-05,8.58306884765625e-06,8.344650268554688e-06,151338
4,1.2159347534179688e-05,8.344650268554688e-06,8.106231689453125e-06,151338
5,9.775161743164062e-06,5.5789947509765625e-05,3.838539123535156e-05,151338
6,0.00011157989501953125,4.506111145019531e-05,3.552436828613281e-05,151338
7,7.009506225585938e-05,5.412101745605469e-05,3.3855438232421875e-05,151338
8,7.82012939453125e-05,3.1948089599609375e-05,2.7179718017578125e-05,151338
9,4.982948303222656e-05,1.621246337890625e-05,1.7881393432617188e-05,151338
10,2.2411346435546875e-05,1.8835067749023438e-05,1.3113021850585938e-05,151338
11,5.555152893066406e-05,7.677078247070312e-05,8.463859558105469e-05,151338
12,2.7179718017578125e-05,1.52587890625e-05,1.71661376953125e-05,151338
13,2.2411346435546875e-05,1.71661376953125e-05,1.3589859008789062e-05,151338
14,4.506111145019531e-05,2.4318695068359375e-05,2.193450927734375e-05,151338
15,7.700920104980469e-05,8.225440979003906e-05,8.893013000488281e-05,151338
16,0.0004734992980957031,0.0001456737518310547,6.318092346191406e-05,151338
17,6.628036499023438e-05,1.621246337890625e-05,3.3855438232421875e-05,151338
18,1.71661376953125e-05,1.4781951904296875e-05,1.4066696166992188e-05,151338
19,3.24249267578125e-05,2.1219253540039062e-05,1.9311904907226562e-05,151338
20,8.296966552734375e-05,3.218650817871094e-05,1.5974044799804688e-05,151338
21,2.0265579223632812e-05,1.621246337890625e-05,1.3589859008789062e-05,151338
22,1.8596649169921875e-05,1.33514404296875e-05,1.3589859008789062e-05,151338
23,3.719329833984375e-05,1.1205673217773438e-05,1.5735626220703125e-05,151338
24,1.1682510375976562e-05,2.1457672119140625e-05,4.291534423828125e-06,151338
25,6.9141387939453125e-06,5.4836273193359375e-06,5.245208740234375e-06,151338
26,5.4836273193359375e-06,5.0067901611328125e-06,4.76837158203125e-06,151338
27,1.1444091796875e-05,1.1682510375976562e-05,1.1682510375976562e-05,151338
28,1.9311904907226562e-05,9.059906005859375e-06,8.344650268554688e-06,151338
29,3.647804260253906e-05,1.621246337890625e-05,6.4373016357421875e-06,151338
30,5.9604644775390625e-06,4.76837158203125e-06,5.245208740234375e-06,151338
31,1.4781951904296875e-05,1.239776611328125e-05,1.0728836059570312e-05,151338
32,1.52587890625e-05,1.049041748046875e-05,1.0251998901367188e-05,151338
33,2.002716064453125e-05,1.0251998901367188e-05,9.298324584960938e-06,151338
34,6.127357482910156e-05,2.2411346435546875e-05,1.6927719116210938e-05,151338
